Title,Experience,Location,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8
Machine Learning Engineer,0-2 years,Pune,Python,Computer Vision,Deep Learning,Scikit-learn,TensorFlow,NLP,Big Data,PyTorch
Machine Learning Engineer,5-10 years,Chennai,Deep Learning,PyTorch,Scikit-learn,NLP,Python,Computer Vision,Big Data,TensorFlow
Machine Learning Engineer,10+ years,Gurgaon,Computer Vision,TensorFlow,Python,NLP,Big Data,PyTorch,Scikit-learn,Deep Learning
Machine Learning Engineer,0-2 years,Noida,Deep Learning,NLP,Computer Vision,Big Data,PyTorch,TensorFlow,Scikit-learn,Python
Machine Learning Engineer,0-2 years,Kolkata,PyTorch,Scikit-learn,TensorFlow,NLP,Deep Learning,Python,Computer Vision,Big Data
Machine Learning Engineer,5-10 years,Ahmedabad,TensorFlow,NLP,Big Data,Scikit-learn,Computer Vision,Deep Learning,Python,PyTorch
Cybersecurity Analyst,10+ years,Bangalore,Firewalls,Network Security,Incident Response,Encryption,Ethical Hacking,SIEM,Penetration Testing,Linux
Cybersecurity Analyst,2-5 years,Mumbai,Ethical Hacking,SIEM,Encryption,Network Security,Linux,Penetration Testing,Incident Response,Firewalls
Cybersecurity Analyst,2-5 years,Delhi,Linux,Encryption,Network Security,Penetration Testing,Firewalls,Incident Response,SIEM,Ethical Hacking
Cybersecurity Analyst,10+ years,Hyderabad,Ethical Hacking,Linux,Network Security,Penetration Testing,Incident Response,Firewalls,SIEM,Encryption
Cybersecurity Analyst,2-5 years,Pune,Network Security,Firewalls,SIEM,Ethical Hacking,Penetration Testing,Linux,Encryption,Incident Response
Cybersecurity Analyst,5-10 years,Chennai,Linux,Firewalls,Incident Response,Encryption,SIEM,Ethical Hacking,Penetration Testing,Network Security
Cybersecurity Analyst,10+ years,Gurgaon,Firewalls,Ethical Hacking,Linux,Network Security,Penetration Testing,SIEM,Incident Response,Encryption
Cybersecurity Analyst,2-5 years,Noida,Incident Response,Encryption,SIEM,Network Security,Firewalls,Linux,Ethical Hacking,Penetration Testing
Cybersecurity Analyst,0-2 years,Kolkata,Encryption,Linux,Ethical Hacking,Network Security,Firewalls,Incident Response,SIEM,Penetration Testing
Cybersecurity Analyst,10+ years,Ahmedabad,Penetration Testing,Ethical Hacking,Network Security,Encryption,Incident Response,Firewalls,Linux,SIEM
DevOps Engineer,2-5 years,Bangalore,Shell Scripting,Jenkins,AWS,CI/CD,Linux,Kubernetes,Docker,Terraform
DevOps Engineer,5-10 years,Mumbai,Jenkins,Terraform,CI/CD,Shell Scripting,Linux,Docker,AWS,Kubernetes
DevOps Engineer,2-5 years,Delhi,Shell Scripting,Jenkins,Terraform,CI/CD,Docker,AWS,Kubernetes,Linux
DevOps Engineer,0-2 years,Hyderabad,Linux,Docker,AWS,CI/CD,Terraform,Kubernetes,Shell Scripting,Jenkins
DevOps Engineer,2-5 years,Pune,CI/CD,Docker,Kubernetes,Shell Scripting,Linux,AWS,Jenkins,Terraform
DevOps Engineer,0-2 years,Chennai,Terraform,AWS,Kubernetes,CI/CD,Linux,Docker,Shell Scripting,Jenkins
DevOps Engineer,10+ years,Gurgaon,Kubernetes,AWS,Linux,Docker,Shell Scripting,Jenkins,Terraform,CI/CD
DevOps Engineer,5-10 years,Noida,AWS,Docker,Kubernetes,Shell Scripting,Jenkins,Terraform,CI/CD,Linux
DevOps Engineer,0-2 years,Kolkata,Linux,Docker,CI/CD,Terraform,Kubernetes,AWS,Shell Scripting,Jenkins
DevOps Engineer,0-2 years,Ahmedabad,Linux,Docker,Terraform,AWS,Jenkins,Shell Scripting,CI/CD,Kubernetes
Cloud Engineer,5-10 years,Bangalore,Google Cloud,Kubernetes,Networking,Azure,DevOps,Linux,AWS,Terraform
Cloud Engineer,5-10 years,Mumbai,Azure,Google Cloud,DevOps,Kubernetes,AWS,Linux,Terraform,Networking
Cloud Engineer,10+ years,Delhi,AWS,Networking,Google Cloud,Linux,Azure,DevOps,Terraform,Kubernetes
Cloud Engineer,5-10 years,Hyderabad,Kubernetes,Terraform,Google Cloud,Azure,AWS,Networking,DevOps,Linux
Cloud Engineer,5-10 years,Pune,Terraform,Azure,DevOps,Kubernetes,Google Cloud,Networking,AWS,Linux
Cloud Engineer,0-2 years,Chennai,Google Cloud,Linux,Kubernetes,Azure,AWS,Terraform,DevOps,Networking
Cloud Engineer,2-5 years,Gurgaon,Google Cloud,Kubernetes,AWS,Azure,Linux,Networking,DevOps,Terraform
Cloud Engineer,10+ years,Noida,Google Cloud,AWS,Kubernetes,Networking,DevOps,Terraform,Azure,Linux
Cloud Engineer,0-2 years,Kolkata,Terraform,Linux,AWS,Networking,Kubernetes,DevOps,Google Cloud,Azure
Cloud Engineer,10+ years,Ahmedabad,AWS,Azure,Terraform,Networking,Google Cloud,DevOps,Linux,Kubernetes
Web Developer,0-2 years,Bangalore,Express.js,JavaScript,MongoDB,Git,React,CSS,HTML,Node.js
Web Developer,5-10 years,Mumbai,MongoDB,Express.js,Node.js,HTML,CSS,JavaScript,Git,React
Web Developer,0-2 years,Delhi,Express.js,CSS,Git,HTML,MongoDB,React,JavaScript,Node.js
Web Developer,2-5 years,Hyderabad,Node.js,JavaScript,Git,Express.js,MongoDB,HTML,React,CSS
Web Developer,0-2 years,Pune,Node.js,Git,CSS,JavaScript,Express.js,HTML,React,MongoDB
Web Developer,2-5 years,Chennai,CSS,MongoDB,JavaScript,Node.js,Git,Express.js,React,HTML
Web Developer,0-2 years,Gurgaon,MongoDB,CSS,HTML,Node.js,Express.js,React,Git,JavaScript
Web Developer,2-5 years,Noida,CSS,HTML,Express.js,MongoDB,Node.js,JavaScript,Git,React
Web Developer,10+ years,Kolkata,CSS,MongoDB,React,HTML,Express.js,Node.js,Git,JavaScript
Web Developer,0-2 years,Ahmedabad,React,Express.js,HTML,Git,JavaScript,CSS,Node.js,MongoDB
Full Stack Developer,10+ years,Bangalore,Node.js,API Design,Git,MongoDB,React,Express,JavaScript,SQL
Full Stack Developer,2-5 years,Mumbai,API Design,Express,Node.js,MongoDB,JavaScript,Git,React,SQL
Full Stack Developer,0-2 years,Delhi,React,JavaScript,Git,Express,MongoDB,Node.js,SQL,API Design
Full Stack Developer,2-5 years,Hyderabad,API Design,SQL,Express,Node.js,React,JavaScript,MongoDB,Git
Full Stack Developer,5-10 years,Pune,Express,API Design,Node.js,SQL,Git,MongoDB,React,JavaScript
Full Stack Developer,0-2 years,Chennai,SQL,Express,Git,JavaScript,MongoDB,React,API Design,Node.js
Full Stack Developer,5-10 years,Gurgaon,React,API Design,SQL,Git,Node.js,MongoDB,JavaScript,Express
Full Stack Developer,10+ years,Noida,SQL,MongoDB,React,Git,JavaScript,Node.js,API Design,Express
Full Stack Developer,5-10 years,Kolkata,JavaScript,API Design,React,Git,Express,SQL,MongoDB,Node.js
Full Stack Developer,0-2 years,Ahmedabad,API Design,SQL,Node.js,React,MongoDB,Git,Express,JavaScript
Finance Analyst,0-2 years,Bangalore,Investment Analysis,Budgeting,Accounting,Excel,Forecasting,Power BI,SQL,Financial Modeling
Finance Analyst,0-2 years,Mumbai,Excel,Accounting,Budgeting,SQL,Investment Analysis,Financial Modeling,Power BI,Forecasting
Finance Analyst,2-5 years,Delhi,Power BI,Excel,Financial Modeling,SQL,Forecasting,Investment Analysis,Accounting,Budgeting
Finance Analyst,2-5 years,Hyderabad,SQL,Excel,Investment Analysis,Accounting,Power BI,Budgeting,Forecasting,Financial Modeling
Finance Analyst,5-10 years,Pune,Forecasting,Investment Analysis,SQL,Power BI,Accounting,Financial Modeling,Excel,Budgeting
Finance Analyst,5-10 years,Chennai,Investment Analysis,Accounting,Forecasting,Financial Modeling,Budgeting,SQL,Excel,Power BI
Finance Analyst,10+ years,Gurgaon,Investment Analysis,Power BI,Budgeting,Accounting,Excel,SQL,Financial Modeling,Forecasting
Finance Analyst,0-2 years,Noida,SQL,Investment Analysis,Forecasting,Financial Modeling,Budgeting,Excel,Power BI,Accounting
Finance Analyst,5-10 years,Kolkata,Investment Analysis,SQL,Accounting,Forecasting,Excel,Budgeting,Power BI,Financial Modeling
Finance Analyst,5-10 years,Ahmedabad,Financial Modeling,Forecasting,Budgeting,Accounting,Excel,Investment Analysis,Power BI,SQL
Investment Banker,2-5 years,Bangalore,IPO,Financial Modeling,Mergers,Valuation,Corporate Finance,Private Equity,Excel,Risk Analysis
Investment Banker,2-5 years,Mumbai,Private Equity,Financial Modeling,Mergers,IPO,Valuation,Corporate Finance,Risk Analysis,Excel
Investment Banker,10+ years,Delhi,Mergers,Corporate Finance,Valuation,IPO,Private Equity,Risk Analysis,Financial Modeling,Excel
Investment Banker,10+ years,Hyderabad,IPO,Financial Modeling,Mergers,Corporate Finance,Valuation,Risk Analysis,Excel,Private Equity
Investment Banker,2-5 years,Pune,Private Equity,Mergers,IPO,Valuation,Financial Modeling,Risk Analysis,Corporate Finance,Excel
Investment Banker,2-5 years,Chennai,Valuation,Financial Modeling,Mergers,Corporate Finance,Risk Analysis,Private Equity,Excel,IPO
Investment Banker,5-10 years,Gurgaon,Mergers,Financial Modeling,Valuation,Risk Analysis,IPO,Corporate Finance,Excel,Private Equity
Investment Banker,5-10 years,Noida,Valuation,IPO,Financial Modeling,Mergers,Corporate Finance,Private Equity,Risk Analysis,Excel
Investment Banker,10+ years,Kolkata,Financial Modeling,Valuation,Risk Analysis,Private Equity,Excel,Mergers,IPO,Corporate Finance
Investment Banker,10+ years,Ahmedabad,Financial Modeling,Valuation,Mergers,Private Equity,Excel,Risk Analysis,IPO,Corporate Finance
Marketing Manager,2-5 years,Bangalore,Google Ads,Social Media,Email Marketing,PPC,Google Analytics,SEO,Content Strategy,Brand Management
Marketing Manager,2-5 years,Mumbai,Brand Management,Social Media,SEO,Email Marketing,Content Strategy,PPC,Google Analytics,Google Ads
Marketing Manager,2-5 years,Delhi,SEO,Google Ads,Content Strategy,Social Media,Brand Management,PPC,Google Analytics,Email Marketing
Marketing Manager,0-2 years,Hyderabad,Content Strategy,SEO,Google Analytics,Brand Management,Google Ads,Email Marketing,PPC,Social Media
Marketing Manager,2-5 years,Pune,Google Ads,Social Media,PPC,Google Analytics,Content Strategy,SEO,Brand Management,Email Marketing
Marketing Manager,10+ years,Chennai,Content Strategy,PPC,Google Analytics,Brand Management,Email Marketing,SEO,Google Ads,Social Media
Marketing Manager,10+ years,Gurgaon,Email Marketing,Social Media,SEO,Google Ads,Google Analytics,Content Strategy,Brand Management,PPC
Marketing Manager,10+ years,Noida,PPC,SEO,Google Ads,Content Strategy,Social Media,Brand Management,Email Marketing,Google Analytics
Marketing Manager,2-5 years,Kolkata,Google Ads,Content Strategy,Social Media,Brand Management,Email Marketing,Google Analytics,SEO,PPC
Marketing Manager,10+ years,Ahmedabad,Brand Management,Content Strategy,Email Marketing,Social Media,SEO,Google Ads,Google Analytics,PPC
HR Manager,2-5 years,Bangalore,Payroll,HR Policies,Training,Performance Management,Conflict Resolution,Employee Relations,Recruitment,Onboarding
HR Manager,5-10 years,Mumbai,Recruitment,Training,Employee Relations,Performance Management,HR Policies,Payroll,Onboarding,Conflict Resolution
HR Manager,5-10 years,Delhi,Recruitment,Conflict Resolution,HR Policies,Performance Management,Payroll,Employee Relations,Training,Onboarding
HR Manager,10+ years,Hyderabad,Performance Management,Conflict Resolution,HR Policies,Training,Employee Relations,Payroll,Onboarding,Recruitment
HR Manager,5-10 years,Pune,Recruitment,Onboarding,HR Policies,Training,Employee Relations,Conflict Resolution,Performance Management,Payroll
HR Manager,10+ years,Chennai,Employee Relations,Onboarding,Performance Management,Training,Payroll,HR Policies,Conflict Resolution,Recruitment
HR Manager,0-2 years,Gurgaon,Recruitment,Employee Relations,Training,Conflict Resolution,HR Policies,Onboarding,Payroll,Performance Management
HR Manager,0-2 years,Noida,Payroll,Onboarding,Performance Management,HR Policies,Training,Employee Relations,Recruitment,Conflict Resolution
HR Manager,2-5 years,Kolkata,Conflict Resolution,Employee Relations,Payroll,Recruitment,Onboarding,Performance Management,Training,HR Policies
HR Manager,10+ years,Ahmedabad,HR Policies,Conflict Resolution,Training,Employee Relations,Performance Management,Payroll,Onboarding,Recruitment
Doctor,10+ years,Bangalore,Diagnosis,Surgery,Public Health,Patient Care,Pathology,Emergency Medicine,Pharmacology,Medical Ethics
Doctor,0-2 years,Mumbai,Surgery,Diagnosis,Pathology,Medical Ethics,Patient Care,Public Health,Emergency Medicine,Pharmacology
Doctor,0-2 years,Delhi,Medical Ethics,Public Health,Emergency Medicine,Diagnosis,Surgery,Pathology,Patient Care,Pharmacology
Doctor,0-2 years,Hyderabad,Surgery,Emergency Medicine,Pharmacology,Pathology,Patient Care,Public Health,Diagnosis,Medical Ethics
Doctor,10+ years,Pune,Surgery,Emergency Medicine,Public Health,Diagnosis,Patient Care,Pharmacology,Medical Ethics,Pathology
Doctor,0-2 years,Chennai,Medical Ethics,Patient Care,Public Health,Pathology,Pharmacology,Surgery,Emergency Medicine,Diagnosis
Doctor,2-5 years,Gurgaon,Surgery,Medical Ethics,Pathology,Public Health,Diagnosis,Emergency Medicine,Patient Care,Pharmacology
Doctor,0-2 years,Noida,Public Health,Diagnosis,Surgery,Emergency Medicine,Pharmacology,Pathology,Patient Care,Medical Ethics
Doctor,2-5 years,Kolkata,Diagnosis,Public Health,Patient Care,Surgery,Pathology,Emergency Medicine,Medical Ethics,Pharmacology
Doctor,5-10 years,Ahmedabad,Pathology,Medical Ethics,Surgery,Emergency Medicine,Patient Care,Pharmacology,Public Health,Diagnosis
School Teacher,5-10 years,Bangalore,Digital Learning,Lesson Planning,Student Assessment,Classroom Management,Public Speaking,Communication,Educational Psychology,Curriculum Development
School Teacher,2-5 years,Mumbai,Lesson Planning,Student Assessment,Classroom Management,Communication,Curriculum Development,Public Speaking,Digital Learning,Educational Psychology
School Teacher,10+ years,Delhi,Educational Psychology,Lesson Planning,Curriculum Development,Classroom Management,Student Assessment,Communication,Digital Learning,Public Speaking
School Teacher,10+ years,Hyderabad,Digital Learning,Classroom Management,Educational Psychology,Student Assessment,Communication,Curriculum Development,Public Speaking,Lesson Planning
School Teacher,10+ years,Pune,Educational Psychology,Student Assessment,Communication,Lesson Planning,Public Speaking,Digital Learning,Curriculum Development,Classroom Management
School Teacher,5-10 years,Chennai,Communication,Educational Psychology,Digital Learning,Curriculum Development,Lesson Planning,Public Speaking,Classroom Management,Student Assessment
School Teacher,0-2 years,Gurgaon,Classroom Management,Student Assessment,Curriculum Development,Public Speaking,Educational Psychology,Lesson Planning,Communication,Digital Learning
School Teacher,5-10 years,Noida,Digital Learning,Classroom Management,Communication,Student Assessment,Lesson Planning,Educational Psychology,Curriculum Development,Public Speaking
School Teacher,0-2 years,Kolkata,Lesson Planning,Student Assessment,Public Speaking,Communication,Curriculum Development,Educational Psychology,Classroom Management,Digital Learning
School Teacher,0-2 years,Ahmedabad,Student Assessment,Curriculum Development,Lesson Planning,Public Speaking,Communication,Digital Learning,Classroom Management,Educational Psychology
Lawyer,10+ years,Bangalore,Legal Research,Criminal Law,Corporate Law,Litigation,Intellectual Property,Negotiation,Client Consultation,Contract Law
Lawyer,0-2 years,Mumbai,Criminal Law,Client Consultation,Litigation,Negotiation,Corporate Law,Legal Research,Contract Law,Intellectual Property
Lawyer,10+ years,Delhi,Criminal Law,Corporate Law,Legal Research,Negotiation,Contract Law,Intellectual Property,Client Consultation,Litigation
Lawyer,2-5 years,Hyderabad,Negotiation,Contract Law,Corporate Law,Intellectual Property,Legal Research,Criminal Law,Litigation,Client Consultation
Lawyer,0-2 years,Pune,Litigation,Criminal Law,Intellectual Property,Corporate Law,Negotiation,Legal Research,Contract Law,Client Consultation
Lawyer,0-2 years,Chennai,Legal Research,Intellectual Property,Corporate Law,Criminal Law,Contract Law,Client Consultation,Litigation,Negotiation
Lawyer,2-5 years,Gurgaon,Intellectual Property,Client Consultation,Corporate Law,Criminal Law,Litigation,Contract Law,Negotiation,Legal Research
Lawyer,10+ years,Noida,Negotiation,Client Consultation,Corporate Law,Legal Research,Litigation,Contract Law,Criminal Law,Intellectual Property
Lawyer,2-5 years,Kolkata,Contract Law,Litigation,Criminal Law,Client Consultation,Corporate Law,Intellectual Property,Legal Research,Negotiation
Lawyer,0-2 years,Ahmedabad,Legal Research,Corporate Law,Litigation,Criminal Law,Intellectual Property,Client Consultation,Negotiation,Contract Law
Graphic Designer,0-2 years,Bangalore,Typography,Color Theory,Adobe Illustrator,Sketching,Branding,Adobe Photoshop,UI Design,Logo Design
Graphic Designer,5-10 years,Mumbai,Logo Design,UI Design,Typography,Sketching,Branding,Color Theory,Adobe Illustrator,Adobe Photoshop
Graphic Designer,2-5 years,Delhi,Logo Design,Branding,Adobe Illustrator,Color Theory,UI Design,Sketching,Adobe Photoshop,Typography
Graphic Designer,10+ years,Hyderabad,Adobe Illustrator,Logo Design,Adobe Photoshop,Color Theory,Typography,Branding,Sketching,UI Design
Graphic Designer,5-10 years,Pune,Sketching,Branding,Typography,Color Theory,Adobe Photoshop,Logo Design,UI Design,Adobe Illustrator
Graphic Designer,5-10 years,Chennai,Adobe Illustrator,Adobe Photoshop,Logo Design,UI Design,Branding,Typography,Sketching,Color Theory
Graphic Designer,5-10 years,Gurgaon,Adobe Photoshop,Logo Design,Adobe Illustrator,Branding,Sketching,UI Design,Typography,Color Theory
Graphic Designer,5-10 years,Noida,Branding,Adobe Illustrator,Logo Design,UI Design,Color Theory,Typography,Adobe Photoshop,Sketching
Graphic Designer,0-2 years,Kolkata,Branding,Adobe Photoshop,Logo Design,Adobe Illustrator,Color Theory,UI Design,Typography,Sketching
Graphic Designer,0-2 years,Ahmedabad,Sketching,Logo Design,Typography,Adobe Photoshop,Branding,Color Theory,Adobe Illustrator,UI Design
Mechanical Engineer,2-5 years,Bangalore,AutoCAD,Mechanical Design,Manufacturing,SolidWorks,Thermodynamics,CAD,Robotics,Fluid Mechanics
Mechanical Engineer,5-10 years,Mumbai,Robotics,Mechanical Design,AutoCAD,Manufacturing,CAD,SolidWorks,Fluid Mechanics,Thermodynamics
Mechanical Engineer,2-5 years,Delhi,Mechanical Design,Fluid Mechanics,Robotics,Thermodynamics,SolidWorks,Manufacturing,AutoCAD,CAD
Mechanical Engineer,5-10 years,Hyderabad,Thermodynamics,Manufacturing,Robotics,AutoCAD,Mechanical Design,Fluid Mechanics,CAD,SolidWorks
Mechanical Engineer,2-5 years,Pune,Robotics,SolidWorks,CAD,Mechanical Design,Thermodynamics,Fluid Mechanics,AutoCAD,Manufacturing
Mechanical Engineer,5-10 years,Chennai,Manufacturing,Robotics,Thermodynamics,AutoCAD,Fluid Mechanics,CAD,SolidWorks,Mechanical Design
Mechanical Engineer,10+ years,Gurgaon,Thermodynamics,CAD,SolidWorks,Robotics,Mechanical Design,Manufacturing,AutoCAD,Fluid Mechanics
